rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Element <organizationinfo> can optionally contain element <urls>.,['Bookmap'],True,,"<define name=""organizationinfo"">",rng/ryffineBookmap.rng,"<define name=""organizationinfo"">
    <element name=""organizationinfo"">
      <optional>
        <ref name=""namedetails""/>
      </optional>
      <optional>
        <ref name=""addressdetails""/>
      </optional>
      <optional>
        <ref name=""contactnumbers""/>
      </optional>
      <optional>
        <ref name=""urls""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""organizationinfo"" missing required attribute ""(.+?)""', 'element ""organizationinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""organizationinfo"" incomplete; missing required element ""(.+?)""', 'element ""organizationinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,261
"Element <organizationinfo> children must appear in order: <namedetails> (optional), <addressdetails> (optional), <contactnumbers> (optional), <urls> (optional).",['Bookmap'],True,,"<define name=""organizationinfo"">",rng/ryffineBookmap.rng,"<define name=""organizationinfo"">
    <element name=""organizationinfo"">
      <optional>
        <ref name=""namedetails""/>
      </optional>
      <optional>
        <ref name=""addressdetails""/>
      </optional>
      <optional>
        <ref name=""contactnumbers""/>
      </optional>
      <optional>
        <ref name=""urls""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,262
Element <organizationname> must contain only text.,['Bookmap'],True,,"<define name=""organizationname"">",rng/ryffineBookmap.rng,"<define name=""organizationname"">
    <element name=""organizationname"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""organizationname"" missing required attribute ""(.+?)""', 'element ""organizationname"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""organizationname"" incomplete; missing required element ""(.+?)""', 'element ""organizationname"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,263
Element <organizationnamedetails> must contain element <organizationname>.,['Bookmap'],True,,"<define name=""organizationnamedetails"">",rng/ryffineBookmap.rng,"<define name=""organizationnamedetails"">
    <element name=""organizationnamedetails"">
      <ref name=""organizationname""/>
    </element>
  </define>",rng,content_rule,False,"['element ""organizationnamedetails"" missing required attribute ""(.+?)""', 'element ""organizationnamedetails"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""organizationnamedetails"" incomplete; missing required element ""(.+?)""', 'element ""organizationnamedetails"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,264
Element <othermeta> must be empty.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""othermeta"">",common/ryffineMetadata.rng,"<define name=""othermeta"">
    <element name=""othermeta"">
      <attribute name=""name"">
        <data type=""string""/>
      </attribute>
      <attribute name=""content"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,265
Element <othermeta> must have attribute @content (must be a valid string).,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""othermeta"">",common/ryffineMetadata.rng,"<define name=""othermeta"">
    <element name=""othermeta"">
      <attribute name=""name"">
        <data type=""string""/>
      </attribute>
      <attribute name=""content"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""othermeta"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""othermeta"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""othermeta"" is invalid; must be an integer greater than or equal to \\d+']",False,266
Element <othermeta> must have attribute @name (must be a valid string).,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""othermeta"">",common/ryffineMetadata.rng,"<define name=""othermeta"">
    <element name=""othermeta"">
      <attribute name=""name"">
        <data type=""string""/>
      </attribute>
      <attribute name=""content"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""othermeta"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""othermeta"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""othermeta"" is invalid; must be an integer greater than or equal to \\d+']",False,267
"Element <p> can contain text mixed with any of: pattern 'common.block', pattern 'common.inline'.","['LearningOverview', 'Glossentry', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""p"">",common/ryffineCommonElements.rng,"<define name=""p"">
    <element name=""p"">
      <mixed>
        <zeroOrMore>
          <choice>
            <ref name=""common.inline""/>
            <ref name=""common.block""/>
          </choice>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,268
Element <permissions> must be empty.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""permissions"">",common/ryffineMetadata.rng,"<define name=""permissions"">
    <element name=""permissions"">
      <attribute name=""view"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,269
Element <permissions> must have attribute @view (must be a valid string).,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""permissions"">",common/ryffineMetadata.rng,"<define name=""permissions"">
    <element name=""permissions"">
      <attribute name=""view"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""permissions"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""permissions"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""permissions"" is invalid; must be an integer greater than or equal to \\d+']",False,270
Element <ph> can contain text mixed with unlimited pattern 'common.inline'.,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""ph"">",common/ryffineCommonElements.rng,"<define name=""ph"">
    <element name=""ph"">
      <ref name=""id-atts""/>
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,271
Element <ph> uses attribute set 'id-atts'.,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""ph"">",common/ryffineCommonElements.rng,"<define name=""ph"">
    <element name=""ph"">
      <ref name=""id-atts""/>
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,element_uses_attribute_set_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,272
Element <platform> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""platform"">",common/ryffineMetadata.rng,"<define name=""platform"">
    <element name=""platform"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""platform"" missing required attribute ""(.+?)""', 'element ""platform"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""platform"" incomplete; missing required element ""(.+?)""', 'element ""platform"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,273
Element <postalcode> must contain only text.,['Bookmap'],True,,"<define name=""postalcode"">",rng/ryffineBookmap.rng,"<define name=""postalcode"">
    <element name=""postalcode"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""postalcode"" missing required attribute ""(.+?)""', 'element ""postalcode"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""postalcode"" incomplete; missing required element ""(.+?)""', 'element ""postalcode"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,274
Element <postreq> must contain one or more of one of the following: <ol> or <p> or <ul>.,['Task'],True,,"<define name=""postreq"">",rng/ryffineTask.rng,"<define name=""postreq"">
    <element name=""postreq"">
      <oneOrMore>
        <choice>
          <ref name=""p""/>
          <ref name=""ul""/>
          <ref name=""ol""/>
        </choice>
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""postreq"" missing required attribute ""(.+?)""', 'element ""postreq"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""postreq"" incomplete; missing required element ""(.+?)""', 'element ""postreq"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,275
Element <preface> must be empty.,['Bookmap'],True,,"<define name=""preface"">",rng/ryffineBookmap.rng,"<define name=""preface"">
    <element name=""preface"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,276
Element <preface> must have attribute @href (must be a valid string).,['Bookmap'],True,,"<define name=""preface"">",rng/ryffineBookmap.rng,"<define name=""preface"">
    <element name=""preface"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""preface"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""preface"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""preface"" is invalid; must be an integer greater than or equal to \\d+']",False,277
Element <prereq> must contain element <ul>.,['Task'],True,,"<define name=""prereq"">",rng/ryffineTask.rng,"<define name=""prereq"">
    <element name=""prereq"">
      <ref name=""ul""/>  <!-- Now only <ul> is allowed -->
    </element>
  </define>",rng,content_rule,False,"['element ""prereq"" missing required attribute ""(.+?)""', 'element ""prereq"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prereq"" incomplete; missing required element ""(.+?)""', 'element ""prereq"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,278
Element <printlocation> must contain only text.,['Bookmap'],True,,"<define name=""printlocation"">",rng/ryffineBookmap.rng,"<define name=""printlocation"">
    <element name=""printlocation"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""printlocation"" missing required attribute ""(.+?)""', 'element ""printlocation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""printlocation"" incomplete; missing required element ""(.+?)""', 'element ""printlocation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,279
Element <prodinfo> can optionally contain element <brand>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,280
Element <prodinfo> can optionally contain element <component>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,281
Element <prodinfo> can optionally contain element <featnum>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,282
Element <prodinfo> can optionally contain element <platform>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,283
Element <prodinfo> can optionally contain element <prognum>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,284
Element <prodinfo> can optionally contain element <series>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,285
"Element <prodinfo> children must appear in order: <prodname>, <vrmlist>, <brand> (optional), <component> (optional), <featnum> (optional), <platform> (optional), <prognum> (optional), <series> (optional).","['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,286
Element <prodinfo> must contain element <prodname>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,287
Element <prodinfo> must contain element <vrmlist>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodinfo"">",common/ryffineMetadata.rng,"<define name=""prodinfo"">
    <element name=""prodinfo"">
      <ref name=""prodname""/>
      <ref name=""vrmlist""/>
      <optional>
        <ref name=""brand""/>
      </optional>
      <optional>
        <ref name=""component""/>
      </optional>
      <optional>
        <ref name=""featnum""/>
      </optional>
      <optional>
        <ref name=""platform""/>
      </optional>
      <optional>
        <ref name=""prognum""/>
      </optional>
      <optional>
        <ref name=""series""/>
      </optional>
    </element>
  </define>",rng,content_rule,False,"['element ""prodinfo"" missing required attribute ""(.+?)""', 'element ""prodinfo"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodinfo"" incomplete; missing required element ""(.+?)""', 'element ""prodinfo"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,288
Element <prodname> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prodname"">",common/ryffineMetadata.rng,"<define name=""prodname"">
    <element name=""prodname"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""prodname"" missing required attribute ""(.+?)""', 'element ""prodname"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prodname"" incomplete; missing required element ""(.+?)""', 'element ""prodname"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,289
Element <prognum> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""prognum"">",common/ryffineMetadata.rng,"<define name=""prognum"">
    <element name=""prognum"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""prognum"" missing required attribute ""(.+?)""', 'element ""prognum"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prognum"" incomplete; missing required element ""(.+?)""', 'element ""prognum"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,290
Element <prolog> can optionally contain element <author>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,291
Element <prolog> can optionally contain element <critdates>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,292
Element <prolog> can optionally contain element <metadata>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,293
Element <prolog> can optionally contain element <permissions>.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""prolog"">",common/ryffineMetadata.rng,"<define name=""prolog"">
    <element name=""prolog"">
      <optional>
        <ref name=""author""/>
      </optional>
      <optional>
        <ref name=""source""/>
      </optional>
      <optional>
        <ref name=""critdates""/>
      </optional>
      <optional>
        <ref name=""permissions""/>
      </optional>
      <optional>
        <ref name=""metadata""/>
      </optional>
      <optional>
        <ref name=""resourceid""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""prolog"" missing required attribute ""(.+?)""', 'element ""prolog"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""prolog"" incomplete; missing required element ""(.+?)""', 'element ""prolog"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,294
