rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Attribute set 'id-atts' provides: attribute @id (must be a valid ID) (optional).,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""id-atts"">",common/ryffineCommonAttributes.rng,"<define name=""id-atts"">
    <optional>
      <attribute name=""id"">
        <data type=""ID""/>
      </attribute>
    </optional>
  </define>",rng,attribute_set_rule,True,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,1
Attribute set 'lang-atts' provides: attribute @xml:lang (must be a valid language) (optional).,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""lang-atts"">",common/ryffineCommonAttributes.rng,"<define name=""lang-atts"">
    <optional>
      <attribute name=""xml:lang"">
        <data type=""language""/>
      </attribute>
    </optional>
  </define>",rng,attribute_set_rule,True,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,2
"Element <addressdetails> children must appear in order: <thoroughfare>, <locality>, <administrativearea>, <country>.",['Bookmap'],True,,"<define name=""addressdetails"">",rng/ryffineBookmap.rng,"<define name=""addressdetails"">
    <element name=""addressdetails"">
      <ref name=""thoroughfare""/>
      <ref name=""locality""/>
      <ref name=""administrativearea""/>
      <ref name=""country""/>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,3
Element <addressdetails> must contain element <administrativearea>.,['Bookmap'],True,,"<define name=""addressdetails"">",rng/ryffineBookmap.rng,"<define name=""addressdetails"">
    <element name=""addressdetails"">
      <ref name=""thoroughfare""/>
      <ref name=""locality""/>
      <ref name=""administrativearea""/>
      <ref name=""country""/>
    </element>
  </define>",rng,content_rule,False,"['element ""addressdetails"" missing required attribute ""(.+?)""', 'element ""addressdetails"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""addressdetails"" incomplete; missing required element ""(.+?)""', 'element ""addressdetails"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,4
Element <addressdetails> must contain element <country>.,['Bookmap'],True,,"<define name=""addressdetails"">",rng/ryffineBookmap.rng,"<define name=""addressdetails"">
    <element name=""addressdetails"">
      <ref name=""thoroughfare""/>
      <ref name=""locality""/>
      <ref name=""administrativearea""/>
      <ref name=""country""/>
    </element>
  </define>",rng,content_rule,False,"['element ""addressdetails"" missing required attribute ""(.+?)""', 'element ""addressdetails"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""addressdetails"" incomplete; missing required element ""(.+?)""', 'element ""addressdetails"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,5
Element <addressdetails> must contain element <locality>.,['Bookmap'],True,,"<define name=""addressdetails"">",rng/ryffineBookmap.rng,"<define name=""addressdetails"">
    <element name=""addressdetails"">
      <ref name=""thoroughfare""/>
      <ref name=""locality""/>
      <ref name=""administrativearea""/>
      <ref name=""country""/>
    </element>
  </define>",rng,content_rule,False,"['element ""addressdetails"" missing required attribute ""(.+?)""', 'element ""addressdetails"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""addressdetails"" incomplete; missing required element ""(.+?)""', 'element ""addressdetails"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,6
Element <addressdetails> must contain element <thoroughfare>.,['Bookmap'],True,,"<define name=""addressdetails"">",rng/ryffineBookmap.rng,"<define name=""addressdetails"">
    <element name=""addressdetails"">
      <ref name=""thoroughfare""/>
      <ref name=""locality""/>
      <ref name=""administrativearea""/>
      <ref name=""country""/>
    </element>
  </define>",rng,content_rule,False,"['element ""addressdetails"" missing required attribute ""(.+?)""', 'element ""addressdetails"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""addressdetails"" incomplete; missing required element ""(.+?)""', 'element ""addressdetails"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,7
Element <administrativearea> must contain only text.,['Bookmap'],True,,"<define name=""administrativearea"">",rng/ryffineBookmap.rng,"<define name=""administrativearea"">
    <element name=""administrativearea"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""administrativearea"" missing required attribute ""(.+?)""', 'element ""administrativearea"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""administrativearea"" incomplete; missing required element ""(.+?)""', 'element ""administrativearea"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,8
Element <alt> must contain only text.,"['LearningOverview', 'Glossentry', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""alt"">",common/ryffineCommonElements.rng,"<define name=""alt"">
    <element name=""alt"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""alt"" missing required attribute ""(.+?)""', 'element ""alt"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""alt"" incomplete; missing required element ""(.+?)""', 'element ""alt"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,9
Element <appendices> can optionally contain element <topicmeta>.,['Bookmap'],True,,"<define name=""appendices"">",rng/ryffineBookmap.rng,"<define name=""appendices"">
    <element name=""appendices"">
      <!-- Add id-atts, lang-atts if needed -->
      <optional><ref name=""topicmeta""/></optional> <!-- Common for grouping elements -->
      <oneOrMore>
        <ref name=""appendix""/>
      </oneOrMore>
    </element>
  </define>",rng,content_rule,True,"['element ""appendices"" missing required attribute ""(.+?)""', 'element ""appendices"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""appendices"" incomplete; missing required element ""(.+?)""', 'element ""appendices"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,10
"Element <appendices> children must appear in order: <topicmeta> (optional), (one or more of <appendix>).",['Bookmap'],True,,"<define name=""appendices"">",rng/ryffineBookmap.rng,"<define name=""appendices"">
    <element name=""appendices"">
      <!-- Add id-atts, lang-atts if needed -->
      <optional><ref name=""topicmeta""/></optional> <!-- Common for grouping elements -->
      <oneOrMore>
        <ref name=""appendix""/>
      </oneOrMore>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,11
Element <appendices> must contain one or more instances of element <appendix>.,['Bookmap'],True,,"<define name=""appendices"">",rng/ryffineBookmap.rng,"<define name=""appendices"">
    <element name=""appendices"">
      <!-- Add id-atts, lang-atts if needed -->
      <optional><ref name=""topicmeta""/></optional> <!-- Common for grouping elements -->
      <oneOrMore>
        <ref name=""appendix""/>
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""appendices"" missing required attribute ""(.+?)""', 'element ""appendices"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""appendices"" incomplete; missing required element ""(.+?)""', 'element ""appendices"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,12
"Element <appendix> children must appear in order: <topicmeta>, (zero or more of (<mapref> or <topicref>)).",['Bookmap'],True,,"<define name=""appendix"">",rng/ryffineBookmap.rng,"<define name=""appendix"">
    <element name=""appendix"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <ref name=""topicmeta""/>
      <zeroOrMore>
        <choice>
          <ref name=""topicref""/>
          <ref name=""mapref""/>
        </choice>
      </zeroOrMore>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,13
Element <appendix> must contain element <topicmeta>.,['Bookmap'],True,,"<define name=""appendix"">",rng/ryffineBookmap.rng,"<define name=""appendix"">
    <element name=""appendix"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <ref name=""topicmeta""/>
      <zeroOrMore>
        <choice>
          <ref name=""topicref""/>
          <ref name=""mapref""/>
        </choice>
      </zeroOrMore>
    </element>
  </define>",rng,content_rule,False,"['element ""appendix"" missing required attribute ""(.+?)""', 'element ""appendix"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""appendix"" incomplete; missing required element ""(.+?)""', 'element ""appendix"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,14
Element <appendix> must contain zero or more of one of the following: <mapref> or <topicref>.,['Bookmap'],True,,"<define name=""appendix"">",rng/ryffineBookmap.rng,"<define name=""appendix"">
    <element name=""appendix"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <ref name=""topicmeta""/>
      <zeroOrMore>
        <choice>
          <ref name=""topicref""/>
          <ref name=""mapref""/>
        </choice>
      </zeroOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""appendix"" missing required attribute ""(.+?)""', 'element ""appendix"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""appendix"" incomplete; missing required element ""(.+?)""', 'element ""appendix"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,15
Element <appendix> must have attribute @href (must be a valid string).,['Bookmap'],True,,"<define name=""appendix"">",rng/ryffineBookmap.rng,"<define name=""appendix"">
    <element name=""appendix"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <ref name=""topicmeta""/>
      <zeroOrMore>
        <choice>
          <ref name=""topicref""/>
          <ref name=""mapref""/>
        </choice>
      </zeroOrMore>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""appendix"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""appendix"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""appendix"" is invalid; must be an integer greater than or equal to \\d+']",False,16
Element <audience> can optionally have attribute @experiencelevel (must be a valid string).,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""audience"">",common/ryffineMetadata.rng,"<define name=""audience"">
    <element name=""audience"">
      <optional>
        <attribute name=""type"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""job"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""experiencelevel"">
          <data type=""string""/>
        </attribute>
      </optional>
    </element>
  </define>",rng,attribute_rule,True,"['attribute ""audience"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be an integer greater than or equal to \\d+']",False,17
Element <audience> can optionally have attribute @job (must be a valid string).,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""audience"">",common/ryffineMetadata.rng,"<define name=""audience"">
    <element name=""audience"">
      <optional>
        <attribute name=""type"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""job"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""experiencelevel"">
          <data type=""string""/>
        </attribute>
      </optional>
    </element>
  </define>",rng,attribute_rule,True,"['attribute ""audience"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be an integer greater than or equal to \\d+']",False,18
Element <audience> can optionally have attribute @type (must be a valid string).,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""audience"">",common/ryffineMetadata.rng,"<define name=""audience"">
    <element name=""audience"">
      <optional>
        <attribute name=""type"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""job"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""experiencelevel"">
          <data type=""string""/>
        </attribute>
      </optional>
    </element>
  </define>",rng,attribute_rule,True,"['attribute ""audience"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""audience"" is invalid; must be an integer greater than or equal to \\d+']",False,19
Element <audience> must be empty.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""audience"">",common/ryffineMetadata.rng,"<define name=""audience"">
    <element name=""audience"">
      <optional>
        <attribute name=""type"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""job"">
          <data type=""string""/>
        </attribute>
      </optional>
      <optional>
        <attribute name=""experiencelevel"">
          <data type=""string""/>
        </attribute>
      </optional>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,20
Element <author> must contain only text.,"['LearningOverview', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""author"">",common/ryffineMetadata.rng,"<define name=""author"">
    <element name=""author"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""author"" missing required attribute ""(.+?)""', 'element ""author"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""author"" incomplete; missing required element ""(.+?)""', 'element ""author"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,21
Element <authorinformation> must contain element <organizationinfo>.,['Bookmap'],True,,"<define name=""authorinformation"">",rng/ryffineBookmap.rng,"<define name=""authorinformation"">
    <element name=""authorinformation"">
      <ref name=""organizationinfo""/>
    </element>
  </define>",rng,content_rule,False,"['element ""authorinformation"" missing required attribute ""(.+?)""', 'element ""authorinformation"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""authorinformation"" incomplete; missing required element ""(.+?)""', 'element ""authorinformation"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,22
Element <b> can contain text mixed with unlimited pattern 'common.inline.noxref'.,"['LearningOverview', 'Glossentry', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""b"">",common/ryffineCommonElements.rng,"<define name=""b"">
    <element name=""b"">
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline.noxref""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,23
Element <backmatter> can optionally contain element <booklists>.,['Bookmap'],True,,"<define name=""backmatter"">",rng/ryffineBookmap.rng,"<define name=""backmatter"">
    <element name=""backmatter"">
      <optional>
        <ref name=""booklists""/>
      </optional>
      <zeroOrMore>
        <ref name=""topicref""/>
      </zeroOrMore>
      <optional><ref name=""reltable""/></optional>
    </element>
  </define>",rng,content_rule,True,"['element ""backmatter"" missing required attribute ""(.+?)""', 'element ""backmatter"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""backmatter"" incomplete; missing required element ""(.+?)""', 'element ""backmatter"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,24
Element <backmatter> can optionally contain element <reltable>.,['Bookmap'],True,,"<define name=""backmatter"">",rng/ryffineBookmap.rng,"<define name=""backmatter"">
    <element name=""backmatter"">
      <optional>
        <ref name=""booklists""/>
      </optional>
      <zeroOrMore>
        <ref name=""topicref""/>
      </zeroOrMore>
      <optional><ref name=""reltable""/></optional>
    </element>
  </define>",rng,content_rule,True,"['element ""backmatter"" missing required attribute ""(.+?)""', 'element ""backmatter"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""backmatter"" incomplete; missing required element ""(.+?)""', 'element ""backmatter"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,25
"Element <backmatter> children must appear in order: <booklists> (optional), (zero or more of <topicref>), <reltable> (optional).",['Bookmap'],True,,"<define name=""backmatter"">",rng/ryffineBookmap.rng,"<define name=""backmatter"">
    <element name=""backmatter"">
      <optional>
        <ref name=""booklists""/>
      </optional>
      <zeroOrMore>
        <ref name=""topicref""/>
      </zeroOrMore>
      <optional><ref name=""reltable""/></optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,26
Element <backmatter> must contain zero or more instances of element <topicref>.,['Bookmap'],True,,"<define name=""backmatter"">",rng/ryffineBookmap.rng,"<define name=""backmatter"">
    <element name=""backmatter"">
      <optional>
        <ref name=""booklists""/>
      </optional>
      <zeroOrMore>
        <ref name=""topicref""/>
      </zeroOrMore>
      <optional><ref name=""reltable""/></optional>
    </element>
  </define>",rng,containment_rule,False,"['element ""backmatter"" missing required attribute ""(.+?)""', 'element ""backmatter"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""backmatter"" incomplete; missing required element ""(.+?)""', 'element ""backmatter"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,27
Element <bookid> can optionally contain element <bookpartno>.,['Bookmap'],True,,"<define name=""bookid"">",rng/ryffineBookmap.rng,"<define name=""bookid"">
    <element name=""bookid"">
      <optional>
        <ref name=""bookpartno""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookid"" missing required attribute ""(.+?)""', 'element ""bookid"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookid"" incomplete; missing required element ""(.+?)""', 'element ""bookid"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,28
Element <booklibrary> must contain only text.,['Bookmap'],True,,"<define name=""booklibrary"">",rng/ryffineBookmap.rng,"<define name=""booklibrary"">
    <element name=""booklibrary"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""booklibrary"" missing required attribute ""(.+?)""', 'element ""booklibrary"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklibrary"" incomplete; missing required element ""(.+?)""', 'element ""booklibrary"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,29
Element <booklists> can optionally contain element <figurelist>.,['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""booklists"" missing required attribute ""(.+?)""', 'element ""booklists"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklists"" incomplete; missing required element ""(.+?)""', 'element ""booklists"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,30
Element <booklists> can optionally contain element <glossarylist>.,['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""booklists"" missing required attribute ""(.+?)""', 'element ""booklists"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklists"" incomplete; missing required element ""(.+?)""', 'element ""booklists"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,31
Element <booklists> can optionally contain element <indexlist>.,['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""booklists"" missing required attribute ""(.+?)""', 'element ""booklists"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklists"" incomplete; missing required element ""(.+?)""', 'element ""booklists"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,32
Element <booklists> can optionally contain element <tablelist>.,['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""booklists"" missing required attribute ""(.+?)""', 'element ""booklists"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklists"" incomplete; missing required element ""(.+?)""', 'element ""booklists"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,33
Element <booklists> can optionally contain element <toc>.,['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""booklists"" missing required attribute ""(.+?)""', 'element ""booklists"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""booklists"" incomplete; missing required element ""(.+?)""', 'element ""booklists"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,34
"Element <booklists> children must appear in order: <toc> (optional), <figurelist> (optional), <tablelist> (optional), <indexlist> (optional), <glossarylist> (optional).",['Bookmap'],True,,"<define name=""booklists"">",rng/ryffineBookmap.rng,"<define name=""booklists"">
    <element name=""booklists"">
      <optional>
        <ref name=""toc""/>
      </optional>
      <optional>
        <ref name=""figurelist""/>
      </optional>
      <optional>
        <ref name=""tablelist""/>
      </optional>
      <optional>
        <ref name=""indexlist""/>
      </optional>
      <optional>
        <ref name=""glossarylist""/>
      </optional>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,35
Element <bookmap> can optionally contain element <backmatter>.,['Bookmap'],True,,"<define name=""bookmap"">",rng/ryffineBookmap.rng,"<define name=""bookmap"">
    <element name=""bookmap"">
      <ref name=""id-atts""/>
      <ref name=""lang-atts""/>
      <ref name=""booktitle""/>
      <ref name=""bookmeta""/>
      <ref name=""frontmatter""/>
      <oneOrMore>
        <ref name=""chapter""/>
      </oneOrMore>
      <optional>
        <choice>
          <oneOrMore>
            <ref name=""appendix""/>
          </oneOrMore>
          <ref name=""appendices""/>
        </choice>
      </optional>
      <optional>
        <ref name=""backmatter""/>
      </optional>
      <optional>
        <ref name=""reltable""/>
      </optional>
    </element>
  </define>",rng,content_rule,True,"['element ""bookmap"" missing required attribute ""(.+?)""', 'element ""bookmap"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""bookmap"" incomplete; missing required element ""(.+?)""', 'element ""bookmap"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,36
